timestamp,message
1615569080237,"2021-03-12T17:11:20.236Z	454b6084-6684-45f9-9b41-80bd8b6221a7	INFO	{
  target: 'when-will-i-coldstart-dev-system-under-test-1408',
  interval: 360,
  coldstarts: 6
}
"
1615569080308,"2021-03-12T17:11:20.308Z	13618f60-74b7-46f2-9279-9f964d582b50	INFO	{
  target: 'when-will-i-coldstart-dev-system-under-test-1536',
  interval: 360,
  coldstarts: 6
}
"
1615569081100,"2021-03-12T17:11:21.100Z	ce47df96-2887-4bee-8d1d-53a8cc2759a9	INFO	{
  target: 'when-will-i-coldstart-dev-system-under-test-2432',
  interval: 360,
  coldstarts: 6
}
"
1615569081703,"2021-03-12T17:11:21.703Z	8beffe3f-c5c2-4941-9978-fecc3c9ba1fa	INFO	{
  target: 'when-will-i-coldstart-dev-system-under-test-512',
  interval: 360,
  coldstarts: 6
}
"
1615569081822,"2021-03-12T17:11:21.822Z	31745367-a423-43e2-9c0d-33eba4234dc9	INFO	{
  target: 'when-will-i-coldstart-dev-system-under-test-1792',
  interval: 360,
  coldstarts: 6
}
"
1615569082262,"2021-03-12T17:11:22.262Z	59533141-4d84-4c2a-b726-14229c3b2d1c	INFO	{
  target: 'when-will-i-coldstart-dev-system-under-test-2240',
  interval: 360,
  coldstarts: 6
}
"
1615569083315,"2021-03-12T17:11:23.315Z	e5342415-d043-4de0-9b5f-dff823d81a72	INFO	{
  target: 'when-will-i-coldstart-dev-system-under-test-1856',
  interval: 360,
  coldstarts: 6
}
"
1615569321041,"2021-03-12T17:15:21.041Z	302cac0a-7fe3-441a-b2a9-b973638f9636	INFO	{
  target: 'when-will-i-coldstart-dev-system-under-test-1024',
  interval: 360,
  coldstarts: 5
}
"
1615569321205,"2021-03-12T17:15:21.205Z	b8bf394c-fe03-4d26-b7c0-ceb95b4c2c31	INFO	{
  target: 'when-will-i-coldstart-dev-system-under-test-3008',
  interval: 360,
  coldstarts: 5
}
"
1615569325301,"2021-03-12T17:15:25.301Z	720386e2-b5cd-4f0c-937e-bb85339f8834	INFO	{
  target: 'when-will-i-coldstart-dev-system-under-test-128',
  interval: 360,
  coldstarts: 5
}
"
1615569440469,"2021-03-12T17:17:20.469Z	e6477b4c-1158-48be-8104-ffa139f2d3a7	INFO	{
  target: 'when-will-i-coldstart-dev-system-under-test-1408',
  interval: 360,
  coldstarts: 7
}
"
1615569442497,"2021-03-12T17:17:22.497Z	4d5d7db6-64c8-486d-beaf-9345dc4a3403	INFO	{
  target: 'when-will-i-coldstart-dev-system-under-test-2816',
  interval: 360,
  coldstarts: 7
}
"
1615569442602,"2021-03-12T17:17:22.601Z	e1e0657a-487c-40a5-85bc-a5961727e0ce	INFO	{
  target: 'when-will-i-coldstart-dev-system-under-test-2624',
  interval: 360,
  coldstarts: 7
}
"
1615569442768,"2021-03-12T17:17:22.768Z	cc1932f4-e68f-43d0-9c63-ee4507bf9921	INFO	{
  target: 'when-will-i-coldstart-dev-system-under-test-256',
  interval: 360,
  coldstarts: 7
}
"
1615569443038,"2021-03-12T17:17:23.038Z	ddeeead3-2369-4b56-97cf-ac88e434debf	INFO	{
  target: 'when-will-i-coldstart-dev-system-under-test-1152',
  interval: 360,
  coldstarts: 7
}
"
1615569443529,"2021-03-12T17:17:23.529Z	a42037dd-f187-4100-8926-b43f50533317	INFO	{
  target: 'when-will-i-coldstart-dev-system-under-test-1280',
  interval: 360,
  coldstarts: 7
}
"
1615569800705,"2021-03-12T17:23:20.705Z	3028638a-0f6f-445e-b700-454457ec0ae7	INFO	{
  target: 'when-will-i-coldstart-dev-system-under-test-2048',
  interval: 360,
  coldstarts: 8
}
"
1615569800835,"2021-03-12T17:23:20.835Z	7175d3cd-54c8-4586-97ed-e186ef68f980	INFO	{
  target: 'when-will-i-coldstart-dev-system-under-test-1536',
  interval: 360,
  coldstarts: 8
}
"
1615569801568,"2021-03-12T17:23:21.568Z	2164ad62-9076-4dcc-8f98-889a1f6989b0	INFO	{
  target: 'when-will-i-coldstart-dev-system-under-test-2432',
  interval: 360,
  coldstarts: 8
}
"
1615569802186,"2021-03-12T17:23:22.186Z	e910c807-fd25-4b4f-bc13-ccad86f35a37	INFO	{
  target: 'when-will-i-coldstart-dev-system-under-test-512',
  interval: 360,
  coldstarts: 8
}
"
1615569802367,"2021-03-12T17:23:22.367Z	5d8bdb5a-aa31-4929-a79d-e6c9f3b3d389	INFO	{
  target: 'when-will-i-coldstart-dev-system-under-test-1792',
  interval: 360,
  coldstarts: 8
}
"
1615569802704,"2021-03-12T17:23:22.704Z	0ffefe01-f014-4910-8065-96730f610064	INFO	{
  target: 'when-will-i-coldstart-dev-system-under-test-2240',
  interval: 360,
  coldstarts: 8
}
"
1615570160941,"2021-03-12T17:29:20.941Z	abde9493-49d3-4abc-8b84-c627bc9ce16e	INFO	{
  target: 'when-will-i-coldstart-dev-system-under-test-2048',
  interval: 360,
  coldstarts: 9
}
"
1615570161058,"2021-03-12T17:29:21.058Z	408d5d1f-5fa7-4eca-a52a-a7c807e62122	INFO	{
  target: 'when-will-i-coldstart-dev-system-under-test-1536',
  interval: 360,
  coldstarts: 9
}
"
1615570161800,"2021-03-12T17:29:21.799Z	09f08644-1e20-4493-af94-da0500706e2f	INFO	{
  target: 'when-will-i-coldstart-dev-system-under-test-2432',
  interval: 360,
  coldstarts: 9
}
"
1615570162423,"2021-03-12T17:29:22.423Z	bf4e6b56-5833-4759-b0b3-65c93cf77159	INFO	{
  target: 'when-will-i-coldstart-dev-system-under-test-512',
  interval: 360,
  coldstarts: 9
}
"
1615570162586,"2021-03-12T17:29:22.586Z	d15ed6f3-5508-470b-ba98-d101b4e18657	INFO	{
  target: 'when-will-i-coldstart-dev-system-under-test-1792',
  interval: 360,
  coldstarts: 9
}
"
1615570162918,"2021-03-12T17:29:22.918Z	933da353-c7b8-4cfc-a5d9-e0621045320d	INFO	{
  target: 'when-will-i-coldstart-dev-system-under-test-2240',
  interval: 360,
  coldstarts: 9
}
"
1615570163020,"2021-03-12T17:29:23.020Z	214b5028-19ff-4ea8-8c3b-9f89710173c7	INFO	{
  target: 'when-will-i-coldstart-dev-system-under-test-2816',
  interval: 360,
  coldstarts: 9
}
"
1615570163138,"2021-03-12T17:29:23.138Z	80e34901-9d56-4849-a6f4-1cf712d8b90c	INFO	{
  target: 'when-will-i-coldstart-dev-system-under-test-2624',
  interval: 360,
  coldstarts: 9
}
"
1615570163223,"2021-03-12T17:29:23.222Z	d340cb73-cc40-4e75-bc4a-0f19361c4d21	INFO	{
  target: 'when-will-i-coldstart-dev-system-under-test-256',
  interval: 360,
  coldstarts: 9
}
"
1615570163515,"2021-03-12T17:29:23.515Z	7b5f4c2e-9307-4410-84a1-7a3e6aeddead	INFO	{
  target: 'when-will-i-coldstart-dev-system-under-test-1152',
  interval: 360,
  coldstarts: 9
}
"
1615570163961,"2021-03-12T17:29:23.961Z	23b091a7-70ba-439d-b21d-90d8331689c9	INFO	{
  target: 'when-will-i-coldstart-dev-system-under-test-1280',
  interval: 360,
  coldstarts: 9
}
"
1615570164135,"2021-03-12T17:29:24.135Z	d516322c-091c-4fe6-802b-b66b95681d7d	INFO	{
  target: 'when-will-i-coldstart-dev-system-under-test-1856',
  interval: 360,
  coldstarts: 9
}
"
1615570401717,"2021-03-12T17:33:21.717Z	70757118-3f4e-4dc1-a02f-b3b69a5a1386	INFO	{
  target: 'when-will-i-coldstart-dev-system-under-test-1024',
  interval: 360,
  coldstarts: 8
}
"
1615570401970,"2021-03-12T17:33:21.970Z	6f49601d-403e-4be9-82d6-6194c1be8887	INFO	{
  target: 'when-will-i-coldstart-dev-system-under-test-3008',
  interval: 360,
  coldstarts: 8
}
"
1615570406000,"2021-03-12T17:33:26.000Z	a95bfe0d-f5ba-4e34-b770-8e155305e719	INFO	{
  target: 'when-will-i-coldstart-dev-system-under-test-128',
  interval: 360,
  coldstarts: 8
}
"
1615570761954,"2021-03-12T17:39:21.954Z	421e5555-3cf2-4982-805c-451715727449	INFO	{
  target: 'when-will-i-coldstart-dev-system-under-test-1024',
  interval: 360,
  coldstarts: 9
}
"
1615570762204,"2021-03-12T17:39:22.203Z	df58b921-40b5-46bf-8b50-1864d7c2090d	INFO	{
  target: 'when-will-i-coldstart-dev-system-under-test-3008',
  interval: 360,
  coldstarts: 9
}
"
1615570766239,"2021-03-12T17:39:26.239Z	eda1ed6f-2b19-49b4-8092-16ababf8890f	INFO	{
  target: 'when-will-i-coldstart-dev-system-under-test-128',
  interval: 360,
  coldstarts: 9
}
"
